Ticker,Run,Seq,R2,MAE
MSFT,1,10,0.9413640387879982,0.031734092213041874
MSFT,2,10,0.9485597774604169,0.02981355159480757
MSFT,3,10,0.9725084863529587,0.020495404910478632
MSFT,4,10,0.9755829702507008,0.019322100123645655
MSFT,5,10,0.9616559578483966,0.024694239172589193
MSFT,6,10,0.9429107052013243,0.03114447669161793
MSFT,7,10,0.921628672045067,0.037638817756420216
MSFT,8,10,0.9763840768477405,0.019011717899438292
MSFT,9,10,0.9690516485514606,0.021975515586334416
MSFT,10,10,0.9756125491486315,0.019423836917424123
DIS,1,10,0.8600764392195006,0.020310990384398105
DIS,2,10,0.9224441460911278,0.01526217553005042
DIS,3,10,0.8475704550403018,0.02122135684890086
DIS,4,10,0.8781694505574054,0.019209837971914664
DIS,5,10,0.8820265322006038,0.01889635174213609
DIS,6,10,0.9135086744370509,0.015905260066631007
DIS,7,10,0.9245887421509768,0.014821564679923308
DIS,8,10,0.87787041148912,0.01920393173033154
DIS,9,10,0.8819790188014309,0.018673646870797294
DIS,10,10,0.8931783547810094,0.01779665463376556
WMT,1,10,0.767522043603938,0.04787500768814495
WMT,2,10,0.7302275392280915,0.05234593018601816
WMT,3,10,0.8807284639091605,0.03343813526508166
WMT,4,10,0.8081219368411472,0.04419419398897989
WMT,5,10,0.8695564947828518,0.034339791685221936
WMT,6,10,0.8511367720706371,0.037007922881966936
WMT,7,10,0.8021792131728924,0.04440355630378258
WMT,8,10,0.7767723338563403,0.047873301340485896
WMT,9,10,0.6239663475087767,0.06258441281566351
WMT,10,10,0.7657955501120595,0.0492881663468647
